core,block,branch,A_mode,d_inner,d_state,stored_A_parameter_count,lambda_min,lambda_max,lambda_mean,mean_statewise_channel_cv,max_statewise_channel_cv,row_shared_relative_fro_error_lambda,row_shared_relative_fro_error_A_log,best_rank1_energy_ratio_lambda,dataset,seed
block2_spa,2,spa,per_channel,64,16,1024,0.896937426146603,18.67512992185548,8.51785058249265,0.057552067853641045,0.07796109471789532,0.06326637738146319,0.028388349430085863,0.9973124412607264,UP,0
block2_spe,2,spe,per_channel,16,16,256,0.9448214379198027,17.099587597022335,8.510671459862712,0.03986629126095842,0.0639482973326631,0.043357882435872734,0.019796715773587787,0.9985489464062075,UP,0
block0_spa,0,spa,per_channel,64,16,1024,0.7949007194873005,18.34457598798915,8.583709100755883,0.06645083279731455,0.0812847451269618,0.06346603747755021,0.03225345337088754,0.9975390685669017,UP,1
block0_spe,0,spe,per_channel,16,16,256,0.973337934664803,16.904308513030475,8.518587844153306,0.024055405892484855,0.03857158653924064,0.02619680372741955,0.012000131435028557,0.9994051258160479,UP,1
block1_spa,1,spa,per_channel,64,16,1024,0.8464021580853961,19.392292592634018,8.499069496339379,0.061923820784691844,0.07474846126180341,0.06232951993521709,0.03000282274497434,0.9968681266396137,UP,1
block1_spe,1,spe,per_channel,16,16,256,0.9286423908460666,16.5669976707252,8.427643785529334,0.033345855157319165,0.05234888213556378,0.03650558644231266,0.017120443718112076,0.9988970080037683,UP,1
block2_spa,2,spa,per_channel,64,16,1024,0.9222078590848779,17.654479744839346,8.421048626264394,0.05968672437199489,0.08715773714459296,0.06571944067927107,0.030510976617069224,0.9966774323737617,UP,1
block2_spe,2,spe,per_channel,16,16,256,0.9618100915425793,16.708777517827333,8.520369176444557,0.018942754458352508,0.024015501343713858,0.020618838744546716,0.009350385630782587,0.9996221283479998,UP,1
block0_spa,0,spa,per_channel,64,16,1024,0.8369355741164758,17.08397627937511,8.383463165580036,0.06743798839549048,0.09318175628498812,0.06408029873295275,0.03453555586482438,0.9978591152235067,UP,2
block0_spe,0,spe,per_channel,16,16,256,0.9163900054265512,16.719210055457598,8.475251622978076,0.03294007507928881,0.04641401854128689,0.03391015502077193,0.0163445646356933,0.9989606576864557,UP,2
block1_spa,1,spa,per_channel,64,16,1024,0.723574925872767,21.66327662399484,8.518923324448924,0.07365452631341017,0.08540580439570672,0.07536872598240062,0.035794004722612544,0.9960082437325927,UP,2
block1_spe,1,spe,per_channel,16,16,256,0.9453370541854458,17.959970974926545,8.38201311127937,0.05354665380211418,0.0824945592668435,0.061882283157678415,0.02727521052808345,0.9987353851038415,UP,2
block2_spa,2,spa,per_channel,64,16,1024,0.8349143114937839,17.91776595774822,8.47596271905292,0.06135146765897061,0.08835930833471256,0.05810856940297646,0.031296835013170425,0.9970146119518772,UP,2
block2_spe,2,spe,per_channel,16,16,256,0.9513270586841636,16.85497720207264,8.50406498382051,0.038326654403750576,0.0542901439225987,0.04151259560609334,0.018948400972126262,0.9984130655001201,UP,2
block0_spa,0,spa,per_channel,64,16,1024,0.7743891839861937,20.59757655006779,8.61629904967223,0.08689721355563845,0.10715457444534379,0.08566265519490675,0.04134516343736098,0.9967594939811576,UP,3
block0_spe,0,spe,per_channel,16,16,256,0.935691950874492,17.334683019049034,8.498246349943878,0.038524012840191434,0.055460575629186354,0.042425732718445616,0.01916710205323306,0.9985417929298868,UP,3
block1_spa,1,spa,per_channel,64,16,1024,0.785935970053438,19.32838139721376,8.485760478254175,0.07151737216410194,0.09179951133663346,0.07476952787846844,0.035047695611947566,0.9966650000726661,UP,3
block1_spe,1,spe,per_channel,16,16,256,0.9435532777733393,17.38845689309135,8.504130290508995,0.038940629516073244,0.061580935990148654,0.04009783832119806,0.01955558273826661,0.9985444930350783,UP,3
block2_spa,2,spa,per_channel,64,16,1024,0.8780881208234429,19.587379655405513,8.50772658483113,0.0574709093167462,0.08223296404604359,0.06344476079496382,0.028858056636215025,0.9969364518855507,UP,3
block2_spe,2,spe,per_channel,16,16,256,0.9227629267290226,18.69620211664734,8.501446481819233,0.052781523672608646,0.07434087683723552,0.051914084336380215,0.026117560031970816,0.9976530259696014,UP,3
block0_spa,0,spa,per_channel,64,16,1024,0.8055386086508236,18.064428715978025,8.519196554937574,0.05708560477380229,0.0774849436578404,0.05256791680422837,0.02804878526203481,0.9981584116048853,UP,4
block0_spe,0,spe,per_channel,16,16,256,0.9396928894127573,17.792911608289394,8.481474810244569,0.03446592338039693,0.051882001079736506,0.040195693344333,0.01712341700380311,0.9987580690819204,UP,4
block1_spa,1,spa,per_channel,64,16,1024,0.8146717908447642,18.591229080741247,8.41574972858843,0.06174916606393467,0.07688780350688956,0.05756567603750134,0.030472925995612708,0.9972365973014309,UP,4
block1_spe,1,spe,per_channel,16,16,256,0.9452137303520037,16.615597041100862,8.496925426813487,0.026518297413955227,0.04368905323273121,0.028098876927575695,0.013332493011597535,0.999263860328493,UP,4
block2_spa,2,spa,per_channel,64,16,1024,0.9284664246630407,17.370113423411297,8.524393924022345,0.04543638711958825,0.0605508628666556,0.0469649779791175,0.022460968707405472,0.9983150255373758,UP,4
block2_spe,2,spe,per_channel,16,16,256,0.9365028793365285,17.03880391553302,8.515660393633645,0.03273640111517022,0.059112357592105216,0.030177647247972457,0.016606804977880398,0.9991377683273558,UP,4
block0_spa,0,spa,per_channel,64,16,1024,0.8092364057240007,18.24427822758736,8.419499394496016,0.06645163989419758,0.08650159224780662,0.06538590762890437,0.032993822693690084,0.9972646427754311,UP,5
block0_spe,0,spe,per_channel,16,16,256,0.9865173828645113,16.586616482505026,8.458489932160017,0.021324943189944393,0.03131974977521252,0.025090032474623162,0.010868872288930381,0.9995111157045324,UP,5
block1_spa,1,spa,per_channel,64,16,1024,0.8802623958425456,18.344882148685837,8.42292714537259,0.061295784837738856,0.0853695974901181,0.062546589301647,0.03019227933046451,0.9969896134849374,UP,5
block1_spe,1,spe,per_channel,16,16,256,0.8925723676133068,16.919013413688,8.481910638245736,0.04247100112470904,0.06292485968555238,0.04544902130138917,0.021432644284334196,0.998152915871461,UP,5
block2_spa,2,spa,per_channel,64,16,1024,0.8798125344861523,19.146434100001063,8.530626851002888,0.05422498344948226,0.07501535225583915,0.05874113839277766,0.02696435323585025,0.9975366922359631,UP,5
block2_spe,2,spe,per_channel,16,16,256,0.994084715694286,17.597877553817305,8.484771112213453,0.023565311731437055,0.045743499528504455,0.02919977606780888,0.012263422998294086,0.9992215228442776,UP,5
block0_spa,0,spa,per_channel,64,16,1024,0.7794723425454617,20.015823622515423,8.535748550564733,0.0789813187027131,0.13789617138052335,0.07334087354587338,0.03935753169951551,0.9950992763905511,UP,6
block0_spe,0,spe,per_channel,16,16,256,0.9538353008714987,17.24688339616099,8.51340217480261,0.03168778181333819,0.046970907362009574,0.034654763060046286,0.01576929965860335,0.9989600325119524,UP,6
block1_spa,1,spa,per_channel,64,16,1024,0.8133426965256613,18.809986437506737,8.44799664813667,0.07846255000052103,0.08914771958891404,0.07969859379697893,0.038670252369777225,0.9942826313064537,UP,6
block1_spe,1,spe,per_channel,16,16,256,0.942914359944521,17.0403720615136,8.46713419384279,0.03455886621016532,0.04470704009050508,0.03680414155620972,0.017123744334235608,0.9987739040031234,UP,6
block2_spa,2,spa,per_channel,64,16,1024,0.780295028513538,21.74730208880368,8.490077153711182,0.06024118213357703,0.08406758604280061,0.06621172105913217,0.029752040935829664,0.9967821549976702,UP,6
block2_spe,2,spe,per_channel,16,16,256,0.9640277579343012,17.78702022263143,8.46497337740863,0.03810069887308301,0.07178598781813364,0.04548935598543596,0.019441922090509732,0.9981774228873331,UP,6
block0_spa,0,spa,per_channel,64,16,1024,0.8664062242750965,21.939068456985215,8.543603055043452,0.08408340162342234,0.10871151024559954,0.08686089926807222,0.041484600785238045,0.994542749406683,UP,7
block0_spe,0,spe,per_channel,16,16,256,0.9571139580621896,17.145338054481595,8.48778311934911,0.040686709109917285,0.05389601852189415,0.04089179739193443,0.020279367640163436,0.9985089502760859,UP,7
block1_spa,1,spa,per_channel,64,16,1024,0.8801454005859949,17.230192737205435,8.519569413783042,0.04775409209126345,0.07269430835423497,0.05018965710411855,0.023681301990514457,0.9980615076545112,UP,7
block1_spe,1,spe,per_channel,16,16,256,0.9480083340296634,16.665888554341457,8.493934164934661,0.02773490184557683,0.0411992139947842,0.02920395365356215,0.013822682381349776,0.9991936737263231,UP,7
block2_spa,2,spa,per_channel,64,16,1024,0.8660723208845452,18.548933646128948,8.565390684201533,0.05323217142176261,0.07625946796125133,0.05362092400873376,0.026285420625333858,0.9979190583529577,UP,7
block2_spe,2,spe,per_channel,16,16,256,0.9416788789599033,17.703715423847846,8.492119339611685,0.03580842689679302,0.0519416614318473,0.040923349954915006,0.01800977792927462,0.9984289915498593,UP,7
block0_spa,0,spa,per_channel,64,16,1024,0.8572869422958082,21.663891259102087,8.516142526224627,0.07510206031957042,0.09047565130070724,0.07332262665507792,0.03676184986596206,0.995993096923775,UP,8
block0_spe,0,spe,per_channel,16,16,256,0.9741537580220027,16.992061549539752,8.434071731853203,0.03041572579767255,0.03945563170189638,0.03319680697098388,0.01500075820846707,0.9990344626242184,UP,8
block1_spa,1,spa,per_channel,64,16,1024,0.87080903378016,18.78704351629216,8.560553191300396,0.06184467929046085,0.09037452031403846,0.057489019615416866,0.030373455170499122,0.9977509774721328,UP,8
block1_spe,1,spe,per_channel,16,16,256,0.9493282893708701,17.258063372867053,8.494432007453273,0.03639520568646081,0.05414081842519317,0.03689663254865431,0.018033963674315822,0.9987796860933049,UP,8
block2_spa,2,spa,per_channel,64,16,1024,0.8411767149882805,18.17285589834455,8.46121212082675,0.05582987068362333,0.06881198541322896,0.05928233652736552,0.02737627864564017,0.9975013144919148,UP,8
block2_spe,2,spe,per_channel,16,16,256,0.9436736780575262,18.421372043365874,8.51580850411682,0.03920317333025679,0.056224925107662346,0.044662722433772804,0.01980681072701275,0.9980514544004674,UP,8
block0_spa,0,spa,per_channel,64,16,1024,0.7375904246475453,20.763540644812107,8.687249841653369,0.07360500599964243,0.0935386756081329,0.0723339310496945,0.03534600421471415,0.9977399286149364,UP,9
block0_spe,0,spe,per_channel,16,16,256,0.946480635053435,17.438755033037104,8.496271739839536,0.046065753846673774,0.06576240853389896,0.05378122010499045,0.022804966614333816,0.997819759108599,UP,9
block1_spa,1,spa,per_channel,64,16,1024,0.8269332217851634,20.426509525194884,8.42643451097782,0.07706899783339399,0.09605321427338266,0.07992753335843972,0.03825917078416357,0.9949230860193695,UP,9
block1_spe,1,spe,per_channel,16,16,256,0.9623359756298745,17.65261518721067,8.517211278424366,0.03764551807711728,0.05635192576296143,0.04209004236793793,0.018817816936370513,0.9985698361386647,UP,9
