core,block,branch,A_mode,d_inner,d_state,stored_A_parameter_count,lambda_min,lambda_max,lambda_mean,mean_statewise_channel_cv,max_statewise_channel_cv,row_shared_relative_fro_error_lambda,row_shared_relative_fro_error_A_log,best_rank1_energy_ratio_lambda,dataset,seed
block1_spa,1,spa,per_channel,64,16,1024,0.8168749740977219,19.763261412090714,8.172026450363713,0.09437619348242035,0.11348204309238064,0.09015630988649134,0.04815848707372448,0.9952422101626294,HongHu,6
block1_spe,1,spe,per_channel,16,16,256,0.7529730605890691,18.843705316353628,8.497198561830967,0.06897546455270502,0.12624609054791894,0.07838007375169255,0.03647012832698811,0.9946325358833605,HongHu,6
block2_spa,2,spa,per_channel,64,16,1024,0.8052085211143694,18.96826165562287,8.357477058614725,0.07526086295521163,0.09043478268069484,0.0754710334783029,0.03725154169682917,0.9962966718228259,HongHu,6
block2_spe,2,spe,per_channel,16,16,256,0.9335542664254657,18.635255906809153,8.590323991353388,0.06689297957015883,0.08484243939911568,0.0713013086241621,0.033066398541686054,0.9961707383670748,HongHu,6
block0_spa,0,spa,per_channel,64,16,1024,0.5456329432064548,19.360361396927118,7.953980499669894,0.13351632071741576,0.15986868166041998,0.12554140767881042,0.06992269671851045,0.9936728157287545,HongHu,7
block0_spe,0,spe,per_channel,16,16,256,0.8988408059716186,18.216026587521743,8.440216936213574,0.05468549658042275,0.08759588791978912,0.06924429349255999,0.02840848720359264,0.9963562662600235,HongHu,7
block1_spa,1,spa,per_channel,64,16,1024,0.5765403428223496,23.831389066941785,8.326778940617473,0.14262579661269584,0.1694645446840172,0.1391580055705185,0.07179307524927618,0.9826736020415324,HongHu,7
block1_spe,1,spe,per_channel,16,16,256,0.8815340293546882,18.578817808517353,8.449958094770636,0.06579783085699112,0.1079215073470905,0.07864586841800517,0.03410055237093059,0.9976248269033998,HongHu,7
block2_spa,2,spa,per_channel,64,16,1024,0.6349761859330327,22.521899001952068,8.572939362450857,0.11332749723384951,0.13959079273613392,0.11229774725245883,0.056235149561711176,0.9907646659301084,HongHu,7
block2_spe,2,spe,per_channel,16,16,256,0.8371043404511829,20.362786998635244,8.50695052327601,0.07672326750048444,0.1247059380388328,0.08343792698702361,0.03773527557415314,0.9940040023806925,HongHu,7
block0_spa,0,spa,per_channel,64,16,1024,0.694203719819552,18.462456613348106,8.191841055340483,0.10399077245203248,0.1297742262532273,0.09951335965395153,0.05300219437582614,0.9939366599002022,HongHu,8
block0_spe,0,spe,per_channel,16,16,256,0.9348395221280744,19.4036928274892,8.587742248088174,0.06489265635236241,0.11496441110584953,0.0746933648776457,0.03314117935887604,0.9964738235127881,HongHu,8
block1_spa,1,spa,per_channel,64,16,1024,0.7742154447287287,21.149155580018864,8.378009000985944,0.09864642807409753,0.11757116528722451,0.0976349512898534,0.048924054708813024,0.9926553731617456,HongHu,8
block1_spe,1,spe,per_channel,16,16,256,0.8835490742006944,18.18554227338195,8.494697196841841,0.06808137524372321,0.10762438058552969,0.06956159126217727,0.0334954402822437,0.9960039117926521,HongHu,8
block2_spa,2,spa,per_channel,64,16,1024,0.7160938234558318,18.003829204259375,8.17000900267408,0.10924750659120429,0.14823912429270447,0.1108004868909116,0.05736150404499365,0.9922135366674383,HongHu,8
block2_spe,2,spe,per_channel,16,16,256,0.9035229987742188,17.59475206398677,8.528312538687063,0.048102772219483114,0.07751596338549036,0.0480703883444428,0.02407092838105245,0.9979209911167602,HongHu,8
block0_spa,0,spa,per_channel,64,16,1024,0.6513961891799683,20.23360270858411,8.00790109454628,0.11994616015269012,0.1441711794819142,0.1097257134119144,0.06356869070727231,0.9950104358340334,HongHu,9
block0_spe,0,spe,per_channel,16,16,256,0.843379890513426,17.632878954304463,8.456700965890004,0.05165011653637048,0.08801654008232998,0.05721022117775806,0.026539292113355793,0.9970868493106092,HongHu,9
block1_spa,1,spa,per_channel,64,16,1024,0.7952541919510971,17.660188283065086,8.294849270102038,0.10407955485691736,0.13902581991048035,0.09092787714543515,0.054285296437827375,0.9941902879445473,HongHu,9
block1_spe,1,spe,per_channel,16,16,256,0.9088716296560162,17.933540584946144,8.35181975513139,0.05120492878172594,0.06897298563188872,0.053141460542978594,0.025480675610940917,0.9976019569881521,HongHu,9
block2_spa,2,spa,per_channel,64,16,1024,0.7996285733320972,22.569825626416286,8.3694736176388,0.08852737519471408,0.1253303644754661,0.09178691139742005,0.04459862868840906,0.99275774832579,HongHu,9
block2_spe,2,spe,per_channel,16,16,256,0.8818618830722811,17.53010581177958,8.510283589412998,0.04963601860323836,0.08553760251073861,0.050934301292812276,0.024860046882427454,0.9975838785883819,HongHu,9
block0_spa,0,spa,shared,64,16,16,0.9812134479687725,15.265021016925719,8.034786415207005,7.103270562452358e-16,1.1636779519862042e-15,8.270796269166581e-16,0.0,1.0,Houston,0
block0_spe,0,spe,shared,16,16,16,0.9810374553381321,14.831909691270273,8.067290398431386,2.2967878729370838e-16,4.031577298998203e-16,2.5977745219236004e-16,0.0,1.0,Houston,0
block1_spa,1,spa,shared,64,16,16,1.0224544884197306,15.712270640511658,8.028975013660036,6.434922965448379e-16,1.3360442970331493e-15,8.961142911011263e-16,0.0,1.0,Houston,0
block1_spe,1,spe,shared,16,16,16,0.9169975387430879,15.597956790742161,8.494122312470328,1.656520738730811e-16,3.4745959325657663e-16,2.0531689288273576e-16,0.0,1.0,Houston,0
block2_spa,2,spa,shared,64,16,16,0.9181946382044893,15.362834319792551,8.391189893409845,8.737165951475686e-16,1.5701716138680317e-15,8.589354726529229e-16,0.0,1.0,Houston,0
block2_spe,2,spe,shared,16,16,16,1.016748682979166,17.12498897167124,8.51161437510214,1.5591451838298673e-16,4.096301628235354e-16,2.597453141993353e-16,0.0,1.0,Houston,0
block0_spa,0,spa,shared,64,16,16,0.9677731744999241,15.491708524587132,8.316459057802234,6.621694548840478e-16,1.520570764232073e-15,7.175989822039735e-16,0.0,1.0,Houston,1
block0_spe,0,spe,shared,16,16,16,1.0741174900540533,16.26297153451767,8.529897023696531,1.904157509211264e-16,3.9785610570214875e-16,2.4586107303457575e-16,0.0,1.0,Houston,1
block1_spa,1,spa,shared,64,16,16,0.865328561884567,16.497200637183283,8.100118981211804,7.786928762424505e-16,1.4396100984745e-15,9.514229189506821e-16,0.0,1.0,Houston,1
block1_spe,1,spe,shared,16,16,16,1.0029508390941784,15.073626892137689,8.219627929556392,2.599376503021545e-16,4.88443522456479e-16,3.158704782404957e-16,0.0,1.0,Houston,1
block2_spa,2,spa,shared,64,16,16,0.8703383115292764,14.701578995101775,7.967437616715773,7.958138351677736e-16,1.3291038493153036e-15,9.814939632566667e-16,0.0,1.0,Houston,1
block2_spe,2,spe,shared,16,16,16,0.9873623163795473,15.973121478812782,8.52385814354177,1.9903796143668696e-16,4.007882415335162e-16,2.5594269150917737e-16,0.0,1.0,Houston,1
block0_spa,0,spa,shared,64,16,16,0.9910703034873478,15.573602528603638,8.12673635501222,7.68173155370259e-16,1.2832496286979211e-15,8.907834854394849e-16,0.0,1.0,Houston,2
block0_spe,0,spe,shared,16,16,16,1.0580782013256937,15.642005341732828,8.335809469000104,2.1991581289856009e-16,3.634089881778747e-16,2.612436124249948e-16,0.0,1.0,Houston,2
block1_spa,1,spa,shared,64,16,16,0.8793466810145829,15.623783197741568,8.11303106443791,1.0083825513637279e-15,1.7661643443873794e-15,1.0008631596346033e-15,0.0,1.0,Houston,2
block1_spe,1,spe,shared,16,16,16,1.0014750620868735,15.082430758415388,8.14311593724614,1.838532660622878e-16,3.800180158889822e-16,2.474712534300869e-16,0.0,1.0,Houston,2
block2_spa,2,spa,shared,64,16,16,0.9373632220376891,18.421604820696007,8.62520175568749,8.548047558155586e-16,1.7029156881328146e-15,1.1151936282367918e-15,0.0,1.0,Houston,2
block2_spe,2,spe,shared,16,16,16,1.0307950053240469,16.576954359201157,8.547529143789575,1.2579088587144573e-16,3.8517339325402115e-16,1.7086419652632362e-16,0.0,1.0,Houston,2
block0_spa,0,spa,shared,64,16,16,1.0105726243711668,14.858734801393588,8.088169572371765,8.431776318031682e-16,1.4667643598059765e-15,9.331323801994883e-16,0.0,1.0,Houston,3
block0_spe,0,spe,shared,16,16,16,0.9930851237990201,16.36380819275115,8.56786356118378,2.2174161778417556e-16,4.4262572765924265e-16,2.3349178393811704e-16,0.0,1.0,Houston,3
block1_spa,1,spa,shared,64,16,16,0.9989142146814808,15.74172005222761,8.143050619773977,7.881570811622805e-16,1.6671446981748575e-15,7.144521043743134e-16,0.0,1.0,Houston,3
block1_spe,1,spe,shared,16,16,16,1.0241006437652327,15.854872218917931,8.385284139018317,1.312972290955895e-16,3.3957452572991795e-16,1.8465509295524864e-16,0.0,1.0,Houston,3
block2_spa,2,spa,shared,64,16,16,0.8882324236173071,17.01103996702798,8.324004969975777,8.578595151112863e-16,1.680121331183541e-15,8.892804014251755e-16,0.0,1.0,Houston,3
block2_spe,2,spe,shared,16,16,16,0.9854009225456184,16.157450849006995,8.481522509423051,2.6568219181527673e-16,4.688237143655724e-16,3.1946511202510538e-16,0.0,1.0,Houston,3
block0_spa,0,spa,shared,64,16,16,0.9413862076451063,15.577516560508233,8.184888247839941,7.768589938993155e-16,1.7572022110970078e-15,7.909532697858221e-16,0.0,1.0,Houston,4
block0_spe,0,spe,shared,16,16,16,0.9533963829126972,16.20479472230841,8.256177331644476,1.560025062367019e-16,3.4934777743754677e-16,1.523230278391107e-16,0.0,1.0,Houston,4
block1_spa,1,spa,shared,64,16,16,0.945864414102597,15.784962719483936,8.117531222234362,5.601967734316279e-16,1.1411891475918911e-15,6.438400274831178e-16,0.0,1.0,Houston,4
block1_spe,1,spe,shared,16,16,16,0.8761558849271913,15.531816483054245,8.433977523406643,2.4356861857947804e-16,4.871252992101447e-16,2.9471323058822446e-16,0.0,1.0,Houston,4
block2_spa,2,spa,shared,64,16,16,0.9591308276733476,15.867404407723456,8.32483595863049,8.05448505037371e-16,1.6702854669658652e-15,1.0745798941923236e-15,0.0,1.0,Houston,4
block2_spe,2,spe,shared,16,16,16,0.9456329371049174,15.458089782210013,8.289069390367839,1.7523625400903391e-16,3.74927664559168e-16,1.7587717546275052e-16,0.0,1.0,Houston,4
block0_spa,0,spa,shared,64,16,16,0.8891399356702843,16.14828127687702,8.105888867421378,5.296278522596409e-16,1.4652502096782913e-15,6.702247225400767e-16,0.0,1.0,Houston,5
block0_spe,0,spe,shared,16,16,16,1.0130491611699872,15.26184409494457,8.246958629191258,2.1524196649949658e-16,4.447905222828776e-16,2.1745713551613264e-16,0.0,1.0,Houston,5
block1_spa,1,spa,shared,64,16,16,0.9238939508386727,15.785952532180925,8.141259916736015,9.459523160431612e-16,1.6067159551750003e-15,1.1854967291525672e-15,0.0,1.0,Houston,5
block1_spe,1,spe,shared,16,16,16,0.9575265463887699,16.287398058933626,8.331396802685905,1.8321681912750557e-16,4.055871622436447e-16,2.2772469683995537e-16,0.0,1.0,Houston,5
block2_spa,2,spa,shared,64,16,16,0.9942555897295666,16.425359575096383,8.05012411717655,9.20927963156282e-16,1.778346715994751e-15,1.0655972790526493e-15,0.0,1.0,Houston,5
block2_spe,2,spe,shared,16,16,16,0.9620458510200522,16.556746954718136,8.346922582880437,1.8491552479786e-16,4.546742990452548e-16,1.7250213731488664e-16,0.0,1.0,Houston,5
block0_spa,0,spa,shared,64,16,16,0.923966306627456,16.235175010398574,8.405224486821453,7.777237343115174e-16,1.4635265017343807e-15,1.0316296946459953e-15,0.0,1.0,Houston,6
block0_spe,0,spe,shared,16,16,16,1.0453114428749237,15.849467602859345,8.168577408577397,1.513009748911109e-16,3.4844314282594345e-16,2.0983556916370115e-16,0.0,1.0,Houston,6
block1_spa,1,spa,shared,64,16,16,0.9843999470538886,15.376946182738006,7.964878732130492,7.513404923188722e-16,1.4849100244325636e-15,7.626473332844608e-16,0.0,1.0,Houston,6
block1_spe,1,spe,shared,16,16,16,1.0260688839028473,15.73774600142279,8.369097433834941,2.0861223593544348e-16,4.3280642929243213e-16,2.784684670944127e-16,0.0,1.0,Houston,6
block2_spa,2,spa,shared,64,16,16,1.0040568294233632,16.62280847559526,8.451968507385814,8.44547749507447e-16,1.69361845767498e-15,9.20952191609671e-16,0.0,1.0,Houston,6
block2_spe,2,spe,shared,16,16,16,1.015024442780857,15.896526799240796,8.148445413886915,1.672914654764164e-16,3.5246223406440767e-16,2.6306144125480906e-16,0.0,1.0,Houston,6
block0_spa,0,spa,shared,64,16,16,0.9975196494498756,15.22986430138314,8.074637726570291,6.434945627644811e-16,1.6356136731851136e-15,7.474621092632692e-16,0.0,1.0,Houston,7
block0_spe,0,spe,shared,16,16,16,0.9447910947790609,16.517169968927732,8.414812176744558,1.5109277093926241e-16,4.036766317647637e-16,2.035386017703747e-16,0.0,1.0,Houston,7
block1_spa,1,spa,shared,64,16,16,0.9875883223460189,16.694263300912958,8.242147446927138,8.193552389581731e-16,1.5991644256537483e-15,1.0300609065954269e-15,0.0,1.0,Houston,7
block1_spe,1,spe,shared,16,16,16,1.0145168513575578,15.80796648572059,8.589627378240571,1.8543669291630898e-16,4.168712508784277e-16,2.0726452147857608e-16,0.0,1.0,Houston,7
block2_spa,2,spa,shared,64,16,16,1.004343380512458,16.631157041878062,8.534683233550137,8.099180401053276e-16,1.5650143880059736e-15,8.246106114169658e-16,0.0,1.0,Houston,7
block2_spe,2,spe,shared,16,16,16,1.011994824340898,15.404202470364844,8.319808927735686,1.6548416496152288e-16,4.229135441135233e-16,2.318805473857301e-16,0.0,1.0,Houston,7
block0_spa,0,spa,shared,64,16,16,1.0573967088470462,16.685532976243813,8.268454831978747,7.844291127011396e-16,1.2776304185192384e-15,8.470115319240717e-16,0.0,1.0,Houston,8
block0_spe,0,spe,shared,16,16,16,0.9740859070539044,16.65668856709061,8.562410719028104,1.8069184308067597e-16,4.758721390380748e-16,2.368208190133221e-16,0.0,1.0,Houston,8
block1_spa,1,spa,shared,64,16,16,0.9838308614492958,15.65062250068087,8.026853721403587,9.097242787213424e-16,1.7969784034902454e-15,1.0755676093598351e-15,0.0,1.0,Houston,8
block1_spe,1,spe,shared,16,16,16,0.9457444953144736,16.070593784165297,8.379613015740759,1.9246838395482147e-16,4.4213844572452176e-16,2.7801920586081135e-16,0.0,1.0,Houston,8
block2_spa,2,spa,shared,64,16,16,0.8786051381813408,15.813375801037132,8.171580100320059,8.26474558565346e-16,1.366842133212865e-15,9.954821927335197e-16,0.0,1.0,Houston,8
block2_spe,2,spe,shared,16,16,16,0.9296877018006106,16.034694207519156,8.411339430255307,1.370413320058536e-16,3.963626526848236e-16,2.1646049453747286e-16,0.0,1.0,Houston,8
block0_spa,0,spa,shared,64,16,16,0.9672583611962587,15.025768487352169,7.957708975730321,8.134316147962011e-16,1.7232329354144968e-15,8.918140836365094e-16,0.0,1.0,Houston,9
block0_spe,0,spe,shared,16,16,16,0.998374903812585,15.296294171901335,8.285802813554916,1.6410206596989447e-16,4.071601631633284e-16,2.0622527066356377e-16,0.0,1.0,Houston,9
block1_spa,1,spa,shared,64,16,16,0.9608485848560335,15.2849783176529,7.947769601615133,6.891736481101532e-16,1.3945902722141562e-15,7.985622351301226e-16,0.0,1.0,Houston,9
block1_spe,1,spe,shared,16,16,16,0.9340213769478604,14.911105000690183,8.248497086477968,1.8922819046884247e-16,4.1543602893254944e-16,2.0256747236640238e-16,0.0,1.0,Houston,9
block2_spa,2,spa,shared,64,16,16,0.9463567848106599,18.031824827618905,8.289611885072608,6.979811412934314e-16,1.388101444596966e-15,8.950884205793533e-16,0.0,1.0,Houston,9
block2_spe,2,spe,shared,16,16,16,0.9861097371757139,16.006520767926865,8.566760175653203,2.1331827096941287e-16,4.4381739295691027e-16,2.525795600428195e-16,0.0,1.0,Houston,9
block0_spa,0,spa,per_channel,64,16,1024,0.7262875357701707,22.13415640208895,8.395344086915888,0.08166029111145852,0.10014042451460355,0.08302223262804694,0.040651992896930576,0.9951311395599588,Houston,0
block0_spe,0,spe,per_channel,16,16,256,0.9348714297828884,17.42442924865724,8.449439206117662,0.051023015264257746,0.08785508419515561,0.05923004841191772,0.02591218990288473,0.9978356968772344,Houston,0
block1_spa,1,spa,per_channel,64,16,1024,0.8787237356658336,20.439209716529763,8.449297590425193,0.08307942005210207,0.105789109302636,0.08490022928647897,0.04103090108038818,0.9944587451969739,Houston,0
block1_spe,1,spe,per_channel,16,16,256,0.8244635304046062,17.480336024270304,8.417911188817605,0.05457274130052247,0.08884392691874049,0.059405262927139886,0.028731031784300098,0.998143913114605,Houston,0
block2_spa,2,spa,per_channel,64,16,1024,0.6849746327532246,21.52696582341495,8.491328611504647,0.09336769306435344,0.12236315879099813,0.09552104764618731,0.046830387964676125,0.9920890592797431,Houston,0
block2_spe,2,spe,per_channel,16,16,256,0.8940038088291087,18.164092865678754,8.597519058490937,0.0651305459613649,0.11138339703699264,0.07523943068443492,0.03236053384826876,0.9950362708153749,Houston,0
block0_spa,0,spa,per_channel,64,16,1024,0.8111252652305624,19.50910390761938,8.578905759765112,0.0818366753316364,0.11043746008104151,0.07617479244505641,0.04026555624066724,0.996166885690518,Houston,1
block0_spe,0,spe,per_channel,16,16,256,0.9464851165021715,18.437401019288497,8.541816262613715,0.05052429436356329,0.07253213969479647,0.053900016351336726,0.02500100699813549,0.9973820167220756,Houston,1
block1_spa,1,spa,per_channel,64,16,1024,0.7789165983362887,19.663592422740876,8.454563026977066,0.08816573944088942,0.12252738090168463,0.08367665475752624,0.04411499860638785,0.9950752953167584,Houston,1
block1_spe,1,spe,per_channel,16,16,256,0.9287117418205633,16.221868897185875,8.396342149624624,0.05333301230082968,0.08878373727994131,0.058135236245754285,0.026846052382895478,0.9969170343526167,Houston,1
block2_spa,2,spa,per_channel,64,16,1024,0.7263397022267817,24.03866698230027,8.545237079378394,0.1046603204711528,0.1353647405874416,0.10845479869347303,0.05103622784789096,0.9920523380541166,Houston,1
block2_spe,2,spe,per_channel,16,16,256,0.9423160644753871,18.84465779058737,8.542311155114241,0.04154722528393272,0.06279631785564244,0.04852227796875979,0.020380063005832092,0.9978897008679435,Houston,1
block0_spa,0,spa,per_channel,64,16,1024,0.8636961123274035,21.10440170475305,8.459985966768485,0.08456277591760847,0.10423475379965866,0.08607772852379718,0.04202396875454992,0.994709755083124,Houston,2
block0_spe,0,spe,per_channel,16,16,256,0.8867792226202112,16.927769039923728,8.495497575940554,0.037160239760867436,0.05917839290337635,0.03787284152011862,0.018564658722431297,0.9986823762100298,Houston,2
block1_spa,1,spa,per_channel,64,16,1024,0.8149756398749101,21.701918881519138,8.499294274863317,0.09473919543880893,0.11808542851151295,0.09301120365116577,0.04644964585018622,0.9933276581625958,Houston,2
block1_spe,1,spe,per_channel,16,16,256,0.9481181804107357,17.260256616910617,8.500773862982282,0.03998216405589944,0.055579943520462326,0.04637589209219223,0.019938511191463858,0.9988735952549171,Houston,2
block2_spa,2,spa,per_channel,64,16,1024,0.8739448958474709,20.791410360419604,8.574300724867248,0.08747611967960378,0.11254944622957168,0.0874945423943463,0.043152435465868604,0.9947428726016917,Houston,2
block2_spe,2,spe,per_channel,16,16,256,0.8913678554773264,17.150280877295753,8.46545215827633,0.03871155125799794,0.05708547252846252,0.03752602358032027,0.019178464278127545,0.9987427090922476,Houston,2
block0_spa,0,spa,per_channel,64,16,1024,0.8059374623252404,23.975402707088325,8.622917692378497,0.1140377216621797,0.14053655889472164,0.12177658430220963,0.054506817582099854,0.9901750911345817,Houston,3
block0_spe,0,spe,per_channel,16,16,256,0.9178454741560337,16.817489809706302,8.501233155709443,0.039032871802001975,0.05506776356917948,0.04240438590862664,0.01979795654319113,0.99843543451303,Houston,3
block1_spa,1,spa,per_channel,64,16,1024,0.8294176401830172,22.47752511826723,8.46410816717722,0.0928549862100366,0.12129549338951186,0.09154053998876253,0.0455072112008558,0.9930987210072666,Houston,3
block1_spe,1,spe,per_channel,16,16,256,0.9327587131135292,17.3660926304588,8.456984184389432,0.04679368103735358,0.06439995832750305,0.04966530781945362,0.02324168774657481,0.9977372710169107,Houston,3
block2_spa,2,spa,per_channel,64,16,1024,0.7772285899887463,19.561231141411884,8.510197670796504,0.0880825996137327,0.11901030956928128,0.09020400423062473,0.04340300550635058,0.9937431344864617,Houston,3
block2_spe,2,spe,per_channel,16,16,256,0.9183369027076752,17.312846087089728,8.519849970581951,0.042911698857383385,0.06274318946748379,0.04669546975906697,0.021462378712293388,0.9979892213215514,Houston,3
block0_spa,0,spa,per_channel,64,16,1024,0.6682486877117516,17.822223603555393,8.392348999324366,0.09177013759305214,0.12265464283150286,0.08221759557474044,0.04614804736948864,0.9951495143013431,Houston,4
block0_spe,0,spe,per_channel,16,16,256,0.9119282877152842,17.350171817378943,8.46677960221583,0.048767860730230254,0.07026805871067288,0.04619451767211211,0.02436190247503507,0.9983913898426188,Houston,4
block1_spa,1,spa,per_channel,64,16,1024,0.6827636343830901,24.62047056563528,8.472754306451272,0.08783214368967455,0.11623029512047862,0.08898806699795227,0.04239914472067967,0.9948415409061145,Houston,4
block1_spe,1,spe,per_channel,16,16,256,0.8654519185103581,17.34758663292506,8.530738475207933,0.04209528987376547,0.06698590768662936,0.045064705814369256,0.02075259724089404,0.998140376278066,Houston,4
block2_spa,2,spa,per_channel,64,16,1024,0.8110623805249247,28.02032355257259,8.500941880776233,0.11682626672150448,0.16970270185559813,0.1259743814099775,0.058162261673031075,0.9854307787974971,Houston,4
block2_spe,2,spe,per_channel,16,16,256,0.9016555253055583,16.80605831170956,8.453733421754066,0.04240754592409886,0.06657645740614875,0.0481004147569434,0.0212610402960493,0.9982889409961355,Houston,4
block0_spa,0,spa,per_channel,64,16,1024,0.8157452943228548,20.414308801584692,8.463934302634943,0.08270907488568037,0.11261219141440514,0.07988104762929402,0.041181762507090505,0.994888553026341,Houston,5
block0_spe,0,spe,per_channel,16,16,256,0.9731407129560725,17.669003094296986,8.504956255908272,0.029596779765281796,0.04953520239227982,0.037100022862592064,0.015242858012607339,0.9992481420043101,Houston,5
block1_spa,1,spa,per_channel,64,16,1024,0.7721974937620352,19.62639423910478,8.37587270954955,0.10310961963533025,0.12348747591638533,0.1040474671046838,0.05206967116206316,0.9940847094227958,Houston,5
block1_spe,1,spe,per_channel,16,16,256,0.8780601596224085,16.860969909875237,8.476172993945077,0.03364065118743953,0.052730743262230914,0.03322096246094192,0.01676056664444869,0.9989865232943362,Houston,5
block2_spa,2,spa,per_channel,64,16,1024,0.7271939247944059,23.51253411672654,8.412196762143704,0.09964854008055951,0.13473866816832167,0.10514193454543669,0.05028972595448936,0.9911042857241114,Houston,5
block2_spe,2,spe,per_channel,16,16,256,0.9535698129293741,17.858820807579896,8.477541034275529,0.0329241851567319,0.047129773495319334,0.037586079341386316,0.01679272396902792,0.9986803353436596,Houston,5
block0_spa,0,spa,per_channel,64,16,1024,0.721709313559795,22.12393156228848,8.549664980173633,0.08651682580717295,0.11466661378511515,0.0835862901201843,0.04217062738991334,0.9957619716298168,Houston,6
block0_spe,0,spe,per_channel,16,16,256,0.9338975984307429,17.897054812801258,8.50328122232205,0.05387410106584862,0.07900697815201749,0.05720963748383861,0.02816417927621973,0.9977108350584445,Houston,6
block1_spa,1,spa,per_channel,64,16,1024,0.7094215570729278,22.9251338816113,8.383383368094327,0.09301292273668382,0.11776602516222741,0.09168861126322587,0.04643753420491453,0.9940372671885997,Houston,6
block1_spe,1,spe,per_channel,16,16,256,0.9748221397518428,18.331861712085516,8.508506990027628,0.04914373571345856,0.09378414087627784,0.0613339260806374,0.025360374938260637,0.9965026777719473,Houston,6
block2_spa,2,spa,per_channel,64,16,1024,0.7896914832478295,21.46879150559094,8.451145232890092,0.0786700167531706,0.09790188753658692,0.07886694452002482,0.038701507709499636,0.9949321532392342,Houston,6
block2_spe,2,spe,per_channel,16,16,256,0.917159167826772,19.16251374008242,8.541511078393059,0.044724856537294494,0.07461760549291387,0.05278927723345375,0.022714681743469956,0.9979030163374033,Houston,6
block0_spa,0,spa,per_channel,64,16,1024,0.7801720329804192,23.349696413510166,8.58409167099146,0.09561982497060066,0.1086703670692401,0.10157982160408265,0.04672089888943615,0.9932598843063524,Houston,7
block0_spe,0,spe,per_channel,16,16,256,0.9223440176829871,16.71897088694996,8.471668011735732,0.03703859540221541,0.05785427804943203,0.037198057488186366,0.01851847119457564,0.9986800663340097,Houston,7
block1_spa,1,spa,per_channel,64,16,1024,0.8173095707984677,19.97682076054246,8.453949875158905,0.0853700023748204,0.11262806997674239,0.08574108772597094,0.04298631744408421,0.9940559324973105,Houston,7
block1_spe,1,spe,per_channel,16,16,256,0.9672926401695887,17.158976179179017,8.523938426538468,0.031206270000365036,0.05681517231611185,0.04013908954378369,0.015841586566767773,0.9988407666117701,Houston,7
block2_spa,2,spa,per_channel,64,16,1024,0.7929527573018197,19.71972409720648,8.615084769515642,0.07829484812464121,0.10831775988465187,0.07195408097236758,0.03840892369483307,0.9966151084893775,Houston,7
block2_spe,2,spe,per_channel,16,16,256,0.9739628402350979,17.262985187523128,8.50313607304796,0.045809022653047426,0.07529454184677724,0.04842725341664231,0.02273881433514597,0.9979623505726399,Houston,7
block0_spa,0,spa,per_channel,64,16,1024,0.7881327475940364,19.98112683665044,8.53496748791807,0.08538237327008444,0.12288905356019339,0.07953155782233028,0.04224668298473394,0.9952997002654603,Houston,8
block0_spe,0,spe,per_channel,16,16,256,0.8454349509883298,19.06662445667692,8.496055472800819,0.08467794362777628,0.12452752437310648,0.0887795351921411,0.04143194666543635,0.9979574000196303,Houston,8
block1_spa,1,spa,per_channel,64,16,1024,0.8293646081824658,21.74396841450648,8.562827749660702,0.08737236031591555,0.10639686856360632,0.08890182061082488,0.042814204351190946,0.9946822288502717,Houston,8
block1_spe,1,spe,per_channel,16,16,256,0.8876140555452764,18.789695378125323,8.508843627240292,0.07046944040861362,0.09131720440887164,0.072306685300225,0.03495692054767852,0.9961127577236488,Houston,8
block2_spa,2,spa,per_channel,64,16,1024,0.7958303682262794,21.78094737456651,8.45452905003511,0.1139946045802422,0.13191692294204244,0.1129691442381687,0.055373402626570235,0.9899630232894588,Houston,8
block2_spe,2,spe,per_channel,16,16,256,0.9132428218515024,17.160792687634608,8.506232217360939,0.04242915927704466,0.0699575411217636,0.04417864672196553,0.021147157119005403,0.9983639627574168,Houston,8
block0_spa,0,spa,per_channel,64,16,1024,0.6151935432116005,19.604180159191184,8.666890886095437,0.09137690977113916,0.10005291964534462,0.0922298707034734,0.04453198282014895,0.9960298460525969,Houston,9
block0_spe,0,spe,per_channel,16,16,256,0.933689192421636,17.172891282015637,8.37416414407998,0.03882203140153389,0.056521382946872936,0.04451809713680143,0.01989248108429061,0.9985919822137275,Houston,9
block1_spa,1,spa,per_channel,64,16,1024,0.8196061318693663,20.467185747140153,8.290004066033172,0.09825707211061716,0.12252640519816957,0.09531382134424873,0.04918129890103617,0.9941450010392024,Houston,9
block1_spe,1,spe,per_channel,16,16,256,0.8820837928231329,19.196200923734164,8.51250393454992,0.047765590397957206,0.07794481320438605,0.05447021205956802,0.023859851340363197,0.9977023542826035,Houston,9
block2_spa,2,spa,per_channel,64,16,1024,0.7613720796064074,21.35381009740752,8.452205737297357,0.09170461407150486,0.11901298888750088,0.09387006178157543,0.0454900073504809,0.9926604300878576,Houston,9
block2_spe,2,spe,per_channel,16,16,256,0.8716877748432642,17.294384461273722,8.507841381720642,0.04044112329320314,0.06303228259491946,0.041011991330703594,0.020385468917623755,0.9984537206620625,Houston,9
