dataset,seed,batch_size,model_kind,backend,scope,clock,median_ms_per_scene,amortized_ms_per_tile,tiles_per_second,p95_ms_per_scene,checkpoint_sha256
HanChuan,0,8,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,418.3023255027365,0.285920933357988,3497.470395943159,445.23023641086183,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,8,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,417.9645538330078,0.28569005730212427,3500.296823219421,444.12010803222654,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,16,fp32,mamba_ssm_optimized,model_only,wall_clock,208.43194401822984,0.14246886125647973,7019.077650938396,223.26704209554012,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,16,fp32,mamba_ssm_optimized,model_only,cuda_events,208.2718734741211,0.1423594487177861,7024.472270768648,223.05919570922856,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,16,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,218.79599400563166,0.14955296924513442,6686.594088017641,232.81446784385483,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,16,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,218.66342163085938,0.14946235244761405,6690.6480703928155,232.59314727783206,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,32,fp32,mamba_ssm_optimized,model_only,wall_clock,100.33741799998097,0.06858333424468965,14580.80175035277,114.13194595661481,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,32,fp32,mamba_ssm_optimized,model_only,cuda_events,100.0074234008789,0.06835777402657478,14628.914037066797,113.59426879882814,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,32,fp32,mamba_ssm_optimized,full_gpu_pipeline,wall_clock,115.52490905160084,0.07896439443034918,12663.935527069147,139.67163021734453,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,32,fp32,mamba_ssm_optimized,full_gpu_pipeline,cuda_events,115.04076766967775,0.07863347072431835,12717.230853333527,139.4240867614746,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,64,fp32,mamba_ssm_optimized,model_only,wall_clock,64.58940749871545,0.04414860389522587,22650.77288453368,69.88792846968863,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
HanChuan,0,64,fp32,mamba_ssm_optimized,model_only,cuda_events,63.58732986450195,0.04346365677682977,23007.728160900955,69.72037048339844,f64a0ebcc2a26fa9e2e40ff0030b06e76831be7f8e94e78af999a37a23776fbf
